id pop year region species cluster geno_sex sequenced rgb_r_mean rgb_r_mode rgb_g_mean rgb_g_mode rgb_b_mean rgb_b_mode luminance_mean luminance_mode isotope_d13C isotope_d15N isotope_d13C_resid isotope_d15N_resid isotope_CN_ratio csize PC1 PC2 PC3 PC4 PC5 PC6 egg_diameter_mean egg_diameter_sd egg_number egg_weight sex testis_length_mean testis_width_mean testis_weight std_length body_depth1 body_depth2 spine_dorsal1 spine_dorsal2 spine_dorsal3 spine_pelvic joint_sex raker_long_count raker_short_count plate_count
SK43 SK 2014 NA NA NA NA NA 195.072166666667 NA 179.891666666667 187 158.596625 158 533.560458333333 533.560458333333 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK44 SK 2014 NA NA NA NA NA 174.471763271939 166 162.429611321777 161 145.339348591549 137 482.240723185265 482.240723185265 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK45 SK 2014 NA NA NA NA NA 179.563714963834 190 156.084454113924 162 124.058120479204 127 459.706289556962 459.706289556962 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK46 SK 2014 NA NA NA NA NA 190.043970588235 160 174.253774509804 186 145.797132352941 148 510.09487745098 510.09487745098 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK47 SK 2014 NA NA NA NA NA 191.565207741477 NA 176.839932528409 178 152.725275213068 157 521.130415482955 521.130415482955 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK48 SK 2014 NA NA NA NA NA 198.391145833333 130 180.884054487179 131 149.599759615385 152 528.874959935897 528.874959935897 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK49 SK 2014 NA NA NA NA NA 197.314231601732 202 178.307413419913 176 153.28566017316 157 528.907305194805 528.907305194805 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK5 SK 2014 NA NA NA NA NA 182.070363466915 NA 169.659919617894 168 155.087517474371 158 506.81780055918 506.81780055918 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK6 SK 2014 NA NA NA NA NA 181.521134868421 160 171.641611842105 141 158.365021929825 156 511.527768640351 511.527768640351 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SK9 SK 2014 NA NA NA NA NA 182.037539515279 189 162.329326923077 163 141.172714699684 141 485.53958113804 485.53958113804 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR10 SR 2014 NA NA NA NA NA 185.035263347763 219 182.232413419913 216 179.294372294372 216 546.562049062049 546.562049062049 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR100 SR 2014 NA NA NA NA NA 152.954096045198 161 147.965630885122 157 143.568581293158 151 444.488308223478 444.488308223478 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR101 SR 2014 NA NA NA NA NA 169.990666069295 105 166.892099761051 184 164.7097520908 180 501.592517921147 501.592517921147 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR102 SR 2014 NA NA NA NA NA 183.766510172144 103 182.974595722483 103 183.119509650496 105 549.860615545123 549.860615545123 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR103 SR 2014 NA NA NA NA NA 179.380155464106 95 177.57727480567 96 174.511614083219 97 531.469044352995 531.469044352995 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR104 SR 2014 NA NA NA NA NA 140.28877383955 162 140.761228372937 161 143.202619584937 163 424.252621797425 424.252621797425 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR106 SR 2014 NA NA NA NA NA 168.778378739316 176 164.656383547009 166 159.870526175214 160 493.305288461539 493.305288461539 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR108 SR 2014 NA NA NA NA NA 167.078420256992 100 166.885109599395 101 167.469765684051 103 501.433295540438 501.433295540438 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR109 SR 2014 NA NA NA NA NA 179.076239982673 104 171.66695545448 185 164.814092845282 171 515.557288282434 515.557288282434 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR11 SR 2014 NA NA NA NA NA 155.18683127572 75 150.881687242798 171 147.891872427984 167 453.960390946502 453.960390946502 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR110 SR 2014 NA NA NA NA NA 161.953921935403 184 161.221349295423 181 161.139543583988 178 484.314814814815 484.314814814815 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR111 SR 2014 NA NA NA NA NA 177.21494949495 99 174.907744107744 100 173.433063973064 103 525.555757575758 525.555757575758 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR112 SR 2014 NA NA NA NA NA 177.141620547751 189 176.746700723712 188 177.631710893524 188 531.520032164987 531.520032164987 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR115 SR 2014 NA NA NA NA NA 166.222117202268 186 165.261919764755 186 164.012812434363 185 495.496849401386 495.496849401386 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR116 SR 2014 NA NA NA NA NA 191.320745920746 203 184.709324009324 192 178.683993783994 190 554.714063714064 554.714063714064 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR117 SR 2014 NA NA NA NA NA 169.138973063973 100 167.724579124579 102 168.028535353535 105 504.892087542087 504.892087542087 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR118 SR 2014 NA NA NA NA NA 156.18682835453 75 155.200729567189 96 155.059252686582 99 466.446810608301 466.446810608301 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR119 SR 2014 NA NA NA NA NA 165.897222222222 97 165.111825396825 98 164.406031746032 100 495.415079365079 495.415079365079 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR12 SR 2014 NA NA NA NA NA 168.016253968254 188 166.88926984127 187 167.410793650794 186 502.316317460318 502.316317460318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR121 SR 2014 NA NA NA NA NA 168.453377085042 187 166.413453650533 187 164.406252848419 187 499.273083583994 499.273083583994 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR122 SR 2014 NA NA NA NA NA 168.626207729469 98 167.444806763285 98 167.993719806763 99 504.064734299517 504.064734299517 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR123 SR 2014 NA NA NA NA NA 171.888028673835 190 169.834265232975 191 168.507240143369 196 510.229534050179 510.229534050179 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR124 SR 2014 NA NA NA NA NA 148.261410400299 96 147.49644594089 100 147.779949702789 163 443.537806043979 443.537806043979 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR126 SR 2014 NA NA NA NA NA 157.33777201417 97 156.352859311741 99 157.397109058704 186 471.087740384615 471.087740384615 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR127 SR 2014 NA NA NA NA NA 189.742290598291 129 184.110017094017 130 180.197743589744 196 554.050051282051 554.050051282051 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR129 SR 2014 NA NA NA NA NA 165.989695340502 99 165.311603942652 105 163.918160095579 184 495.219459378734 495.219459378734 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR13 SR 2014 NA NA NA NA NA 174.363363363363 98 170.114272166904 98 166.144460249723 99 510.622095779991 510.622095779991 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR132 SR 2014 NA NA NA NA NA 150.935185185185 181 148.624912648498 180 147.420073375262 178 446.980171208945 446.980171208945 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR134 SR 2014 NA NA NA NA NA 153.277442922374 105 142.829589041096 100 133.421856925419 101 429.528888888889 429.528888888889 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR135 SR 2014 NA NA NA NA NA 151.386428571429 159 150.878492063492 158 150.219484126984 157 452.484404761905 452.484404761905 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR136 SR 2014 NA NA NA NA NA 178.32967032967 95 175.586080586081 95 174.510887260887 96 528.426638176638 528.426638176638 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR138 SR 2014 NA NA NA NA NA 150.465416666667 90 144.777638888889 85 140.306944444444 89 435.55 435.55 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR139 SR 2014 NA NA NA NA NA 158.903925925926 100 155.498888888889 179 151.012740740741 167 465.415555555556 465.415555555556 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR14 SR 2014 NA NA NA NA NA 190.689567901235 130 187.508209876543 132 184.867962962963 217 563.065740740741 563.065740740741 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR140 SR 2014 NA NA NA NA NA 155.398672438672 99 149.692987012987 166 145.729235209235 159 450.820894660895 450.820894660895 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR142 SR 2014 NA NA NA NA NA 176.408011806873 83 175.703183639047 88 175.860636727809 95 527.97183217373 527.97183217373 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR143 SR 2014 NA NA NA NA NA 158.696169772257 162 152.86516563147 159 147.188492063492 155 458.749827467219 458.749827467219 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR145 SR 2014 NA NA NA NA NA 193.883228291317 128 189.955590569561 128 185.716153127918 130 569.554971988796 569.554971988796 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR146 SR 2014 NA NA NA NA NA 168.282967032967 128 160.553724053724 105 155.567002442002 190 484.403693528694 484.403693528694 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR147 SR 2014 NA NA NA NA NA 176.337818287037 98 166.363715277778 103 155.981119791667 163 498.682653356481 498.682653356481 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR150 SR 2014 NA NA NA NA NA 172.661541005291 189 167.156167328042 184 158.219659391534 165 498.037367724868 498.037367724868 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR151 SR 2014 NA NA NA NA NA 158.595704277286 102 159.197511061947 179 162.134697640118 176 479.927912979351 479.927912979351 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR152 SR 2014 NA NA NA NA NA 183.586086086086 201 181.301857412969 194 180.017183850517 190 544.905127349572 544.905127349572 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR153 SR 2014 NA NA NA NA NA 166.332745443857 96 160.990520282187 97 154.496987066432 171 481.820252792475 481.820252792475 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR154 SR 2014 NA NA NA NA NA 159.960158730159 98 153.874021164021 99 148.08253968254 163 461.91671957672 461.91671957672 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR155 SR 2014 NA NA NA NA NA 167.726726398601 210 157.113417832168 131 146.493990384615 126 471.334134615385 471.334134615385 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR156 SR 2014 NA NA NA NA NA 164.886436781609 181 161.540996168582 170 155.315938697318 159 481.74337164751 481.74337164751 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR157 SR 2014 NA NA NA NA NA 162.161695075758 112 157.428787878788 109 152.122182765152 104 471.712665719697 471.712665719697 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR158 SR 2014 NA NA NA NA NA 188.193924693925 102 182.82674982675 104 176.406098406098 105 547.426772926773 547.426772926773 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR16 SR 2014 NA NA NA NA NA 166.268837803321 100 162.317825214377 103 159.658091589126 177 488.244754606824 488.244754606824 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR160 SR 2014 NA NA NA NA NA 165.115855052583 104 162.78503657979 104 160.897119341564 187 488.798010973937 488.798010973937 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR161 SR 2014 NA NA NA NA NA 157.410091250671 96 154.786276614779 99 150.569332617642 183 462.765700483092 462.765700483092 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR162 SR 2014 NA NA NA NA NA 184.236625514403 100 184.209034792368 103 182.616535727647 132 551.062196034418 551.062196034418 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR163 SR 2014 NA NA NA NA NA 165.074579124579 100 166.662878787879 100 167.885353535354 105 499.622811447811 499.622811447811 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR164 SR 2014 NA NA NA NA NA 176.813543520637 107 175.051699296551 104 173.142978218493 104 525.008221035681 525.008221035681 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR165 SR 2014 NA NA NA NA NA 165.899039780521 98 158.773278463649 96 153.021728395062 96 477.694046639232 477.694046639232 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR166 SR 2014 NA NA NA NA NA 179.108774928775 134 174.492706552707 203 171.345128205128 189 524.94660968661 524.94660968661 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR167 SR 2014 NA NA NA NA NA 159.424737945493 103 153.763605870021 170 146.095513626834 159 459.283857442348 459.283857442348 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR168 SR 2014 NA NA NA NA NA 146.259659350709 100 143.132887517147 102 141.871742112483 114 431.264288980338 431.264288980338 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR169 SR 2014 NA NA NA NA NA 171.68553583169 188 168.390532544379 185 164.586061801446 174 504.662130177515 504.662130177515 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR17 SR 2014 NA NA NA NA NA 173.099057239057 97 169.706531986532 97 167.560134680135 98 510.365723905724 510.365723905724 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR170 SR 2014 NA NA NA NA NA 172.392361111111 98 172.068452380952 99 172.946428571429 100 517.407242063492 517.407242063492 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR171 SR 2014 NA NA NA NA NA 177.143579373104 188 172.25783619818 185 166.540501067296 177 515.94191663858 515.94191663858 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR172 SR 2014 NA NA NA NA NA 151.157795907796 95 144.865578865579 94 140.633385133385 95 436.65675990676 436.65675990676 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR173 SR 2014 NA NA NA NA NA 167.038055555556 84 163.810069444444 92 159.914097222222 97 490.762222222222 490.762222222222 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR174 SR 2014 NA NA NA NA NA 155.352633030052 167 153.208298869589 162 151.845395643783 159 460.406327543424 460.406327543424 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR175 SR 2014 NA NA NA NA NA 154.114028233578 77 146.409595249258 76 137.345835286764 77 437.869458769599 437.869458769599 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR176 SR 2014 NA NA NA NA NA 161.765364265364 184 159.873219373219 183 158.307827974495 180 479.946411613078 479.946411613078 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR177 SR 2014 NA NA NA NA NA 167.645484949833 185 162.988851727982 174 156.821441843181 161 487.455778520996 487.455778520996 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR178 SR 2014 NA NA NA NA NA 186.238872333381 102 182.203916560238 104 179.578875171468 198 548.021664065087 548.021664065087 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR179 SR 2014 NA NA NA NA NA 160.67735042735 102 159.499163879599 182 158.065310293571 178 478.24182460052 478.24182460052 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR180 SR 2014 NA NA NA NA NA 161.57684737878 72 159.085256754339 76 156.519949901592 107 477.182054034711 477.182054034711 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR181 SR 2014 NA NA NA NA NA 130.529533844189 81 120.704821200511 73 111.854086845466 75 363.088441890166 363.088441890166 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR182 SR 2014 NA NA NA NA NA 174.938703916316 84 171.124952162266 94 163.986031381554 96 510.049687460135 510.049687460135 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR183 SR 2014 NA NA NA NA NA 161.734669095325 96 153.423421372192 101 146.801988463874 158 461.96007893139 461.96007893139 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR184 SR 2014 NA NA NA NA NA 160.006444444444 175 158.520222222222 174 157.532592592593 171 476.059259259259 476.059259259259 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR185 SR 2014 NA NA NA NA NA 166.642263986014 133 158.649621212121 188 152.698645104895 179 477.99053030303 477.99053030303 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR186 SR 2014 NA NA NA NA NA 141.358362573099 157 140.449590643275 155 140.176062378168 151 421.984015594542 421.984015594542 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR187 SR 2014 NA NA NA NA NA 157.613636363636 123 150.116262626263 104 140.340606060606 97 448.070505050505 448.070505050505 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR188 SR 2014 NA NA NA NA NA 156.438596491228 110 150.429697431986 180 145.322993474023 137 452.191287397237 452.191287397237 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR189 SR 2014 NA NA NA NA NA 172.750773207774 130 165.474634168859 189 159.702857406638 180 497.928264783271 497.928264783271 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR19 SR 2014 NA NA NA NA NA 165.872786885246 181 162.729326047359 174 160.065938069217 166 488.668051001822 488.668051001822 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR190 SR 2014 NA NA NA NA NA 156.624396135266 99 155.281142167012 101 152.36654589372 164 464.272084195997 464.272084195997 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR191 SR 2014 NA NA NA NA NA 170.390001935734 103 164.117111885405 104 159.757839721254 185 494.264953542393 494.264953542393 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR192 SR 2014 NA NA NA NA NA 150.087132725431 163 148.127659574468 161 146.0238658111 159 444.238658110999 444.238658110999 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR193 SR 2014 NA NA NA NA NA 151.155167055167 165 147.437995337995 160 143.367987567988 158 441.96114996115 441.96114996115 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR194 SR 2014 NA NA NA NA NA 158.91536643026 164 153.328037825059 159 146.056075650118 154 458.299479905437 458.299479905437 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR195 SR 2014 NA NA NA NA NA 179.77398989899 96 178.83689164371 96 177.561065197429 96 536.171946740129 536.171946740129 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR196 SR 2014 NA NA NA NA NA 164.7903355435 98 161.515370705244 98 160.141752059474 99 486.447458308218 486.447458308218 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR197 SR 2014 NA NA NA NA NA 139.098940914158 157 137.159513192122 153 134.934596804162 141 411.193050910442 411.193050910442 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR2 SR 2014 NA NA NA NA NA 182.448429118774 96 183.186743295019 97 184.007509578544 97 549.642681992337 549.642681992337 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR21 SR 2014 NA NA NA NA NA 183.811482168625 103 176.253246753247 106 169.723149866007 189 529.787878787879 529.787878787879 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR22 SR 2014 NA NA NA NA NA 177.267195767196 190 172.890923890924 188 169.387464387464 186 519.545584045584 519.545584045584 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR23 SR 2014 NA NA NA NA NA 168.038086962818 101 163.40165091778 101 160.714347778864 186 492.154085659462 492.154085659462 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR26 SR 2014 NA NA NA NA NA 176.345224823486 106 171.582992691688 189 166.458689458689 186 514.386906973863 514.386906973863 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR27 SR 2014 NA NA NA NA NA 157.764517604024 186 156.008753021099 185 153.727284603828 181 467.50055522895 467.50055522895 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR28 SR 2014 NA NA NA NA NA 182.86396011396 190 180.249857549858 188 178.183262108262 187 541.29707977208 541.29707977208 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR29 SR 2014 NA NA NA NA NA 178.580096618357 189 174.796231884058 188 169.612367149758 187 522.988695652174 522.988695652174 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
SR3 SR 2014 NA NA NA NA NA 177.2313755403 189 173.710907704043 187 170.873718111704 185 521.816001356047 521.816001356047 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
