id pop year region species cluster geno_sex sequenced rgb_r_mean rgb_r_mode rgb_g_mean rgb_g_mode rgb_b_mean rgb_b_mode luminance_mean luminance_mode isotope_d13C isotope_d15N isotope_d13C_resid isotope_d15N_resid isotope_CN_ratio csize PC1 PC2 PC3 PC4 PC5 PC6 egg_diameter_mean egg_diameter_sd egg_number egg_weight sex testis_length_mean testis_width_mean testis_weight std_length body_depth1 body_depth2 spine_dorsal1 spine_dorsal2 spine_dorsal3 spine_pelvic joint_sex raker_long_count raker_short_count plate_count
MB34 MB 2014 NA NA NA NA NA 148.80487860533 164 148.976131799927 160 149.522978276743 158 447.303988682001 447.303988682001 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB35 MB 2014 NA NA NA NA NA 178.705999197432 188 175.358467094703 185 173.872371589085 182 527.93683788122 527.93683788122 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB36 MB 2014 NA NA NA NA NA 154.3304558534 101 150.872835579787 168 146.533393911858 159 451.736685345045 451.736685345045 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB37 MB 2014 NA NA NA NA NA 160.850985095958 102 159.240838097183 178 156.729966312781 163 476.821789505921 476.821789505921 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB38 MB 2014 NA NA NA NA NA 179.139852941176 192 177.655490196078 190 175.084338235294 185 531.879681372549 531.879681372549 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB4 MB 2014 NA NA NA NA NA 165.447072072072 181 162.629201316701 169 159.385048510049 160 487.461321898822 487.461321898822 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB5 MB 2014 NA NA NA NA NA 174.389798802793 105 172.766129032258 129 169.126725141337 189 516.282652976388 516.282652976388 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB6 MB 2014 NA NA NA NA NA 146.069928137092 160 141.352646489773 157 135.187741846324 142 422.61031647319 422.61031647319 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB7 MB 2014 NA NA NA NA NA 175.679963128976 187 171.455664401388 181 166.141013591671 166 513.276641122036 513.276641122036 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB8 MB 2014 NA NA NA NA NA 168.772472319347 141 168.456002331002 181 166.660402097902 181 503.888876748252 503.888876748252 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MB9 MB 2014 NA NA NA NA NA 149.445077864294 77 146.673908509455 166 140.571259733037 158 436.690246106785 436.690246106785 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH1 MH 2014 NA NA NA NA NA 197.747302827381 136 189.528645833333 132 178.498604910714 190 565.774553571429 565.774553571429 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH13 MH 2014 NA NA NA NA NA 200.209796186719 NA 191.852071005917 NA 181.834582511506 135 573.896449704142 573.896449704142 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH14 MH 2014 NA NA NA NA NA 183.261241830065 163 177.247973856209 165 169.139215686274 165 529.648431372549 529.648431372549 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH15 MH 2014 NA NA NA NA NA 189.752309099223 172 181.217146776406 168 169.975537265661 168 540.944993141289 540.944993141289 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH17 MH 2014 NA NA NA NA NA 204.564113597246 161 198.843115318417 134 189.434079173838 132 592.841308089501 592.841308089501 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH18 MH 2014 NA NA NA NA NA 188.072471369875 175 176.311827956989 161 161.233062330623 134 525.617361657488 525.617361657488 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH2 MH 2014 NA NA NA NA NA 196.140800561798 160 185.986345193508 139 173.22811329588 189 555.355259051186 555.355259051186 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH23 MH 2014 NA NA NA NA NA 201.948402777778 NA 193.268194444444 NA 180.320972222222 191 575.537569444444 575.537569444444 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH24 MH 2014 NA NA NA NA NA 183.251227553311 140 176.427398989899 133 169.667929292929 130 529.346555836139 529.346555836139 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH25 MH 2014 NA NA NA NA NA 189.446367521368 198 183.137393162393 189 175.970441595442 183 548.554202279202 548.554202279202 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH27 MH 2014 NA NA NA NA NA 199.084725248124 168 188.896030016945 169 175.123577826192 168 563.104333091261 563.104333091261 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH3 MH 2014 NA NA NA NA NA 189.888545953361 162 184.436814128944 161 176.898276748971 161 551.223636831276 551.223636831276 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH30 MH 2014 NA NA NA NA NA 207.824848259631 NA 195.13086832652 NA 177.49523101697 194 580.450947603121 580.450947603121 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH32 MH 2014 NA NA NA NA NA 194.6395409494 NA 189.337506520605 202 181.443270735524 184 565.420318205529 565.420318205529 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH33 MH 2014 NA NA NA NA NA 205.842857142857 NA 197.066402116402 NA 185.728835978836 200 588.638095238095 588.638095238095 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH34 MH 2014 NA NA NA NA NA 196.72137068358 NA 183.552766032417 221 169.141472868217 188 549.415609584214 549.415609584214 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH37 MH 2014 NA NA NA NA NA 183.990383284904 NA 169.205479452055 133 133.965753424658 130 487.161616161616 487.161616161616 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH38 MH 2014 NA NA NA NA NA 186.658307210031 199 173.836859979101 181 139.830982236155 135 500.326149425287 500.326149425287 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH39 MH 2014 NA NA NA NA NA 182.783910533911 190 169.256184291899 179 132.555400948258 130 484.595495774067 484.595495774067 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH4 MH 2014 NA NA NA NA NA 185.849035549179 163 181.560816196397 161 176.06185238323 157 543.471704128806 543.471704128806 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH40 MH 2014 NA NA NA NA NA 165.30449687437 127 150.710990118976 117 120.58661020367 110 436.602097197016 436.602097197016 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH41 MH 2014 NA NA NA NA NA 156.446095076401 149 144.618081494058 132 115.886587436333 118 416.950764006791 416.950764006791 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH42 MH 2014 NA NA NA NA NA 162.533215755438 163 150.131246325691 135 122.540637860082 123 435.205099941211 435.205099941211 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH43 MH 2014 NA NA NA NA NA 160.111365486365 101 147.248778998779 98 118.273555148555 101 425.6336996337 425.6336996337 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH6 MH 2014 NA NA NA NA NA 196.074561403509 66 183.448830409357 182 165.171661793372 157 544.695053606238 544.695053606238 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MH8 MH 2014 NA NA NA NA NA 201.893095238095 NA 192.421904761905 200 180.697936507937 186 575.012936507937 575.012936507937 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR11 MR 2014 NA NA NA NA NA 187.465009416196 213 186.730470809793 209 185.622975517891 201 559.818455743879 559.818455743879 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR12 MR 2014 NA NA NA NA NA 166.74358974359 179 165.676923076923 176 162.141333333333 168 494.561846153846 494.561846153846 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR13 MR 2014 NA NA NA NA NA 175.442503856297 189 172.15654077723 187 168.812608847092 184 516.411653480619 516.411653480619 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR16 MR 2014 NA NA NA NA NA 180.432222222222 191 179.501666666667 190 177.971203703704 189 537.905092592593 537.905092592593 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR19 MR 2014 NA NA NA NA NA 152.021553325901 163 153.648643626904 164 153.520252694166 161 459.190449646971 459.190449646971 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR20 MR 2014 NA NA NA NA NA 166.8 99 164.418278018278 102 160.952621452621 183 492.170899470899 492.170899470899 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR21 MR 2014 NA NA NA NA NA 171.958879392213 99 171.604178537512 102 171.754558404558 200 515.317616334283 515.317616334283 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR22 MR 2014 NA NA NA NA NA 178.496761485043 96 178.07765758547 98 174.44140625 101 531.015825320513 531.015825320513 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR23 MR 2014 NA NA NA NA NA 162.656083333333 178 161.60275 166 157.883555555556 160 482.142388888889 482.142388888889 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR24 MR 2014 NA NA NA NA NA 176.004673230594 189 172.707762557078 184 167.08904109589 167 515.801476883562 515.801476883562 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR25 MR 2014 NA NA NA NA NA 180.994391025641 131 176.46531116453 190 165.68062232906 173 523.140324519231 523.140324519231 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR26 MR 2014 NA NA NA NA NA 176.413793103448 96 177.81360003592 99 173.79992816092 106 528.027321300287 528.027321300287 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR27 MR 2014 NA NA NA NA NA 175.115963541667 98 172.3259375 101 163.967109375 103 511.409010416667 511.409010416667 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR28 MR 2014 NA NA NA NA NA 177.184846947404 189 182.488979085631 190 187.95715654772 192 547.630982580754 547.630982580754 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR29 MR 2014 NA NA NA NA NA 176.632602225673 102 177.99181547619 193 177.053733178054 189 531.678150879917 531.678150879917 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR30 MR 2014 NA NA NA NA NA 187.1215234375 133 180.4926171875 190 170.984140625 178 538.59828125 538.59828125 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR31 MR 2014 NA NA NA NA NA 169.059762348555 100 164.959401211556 177 158.477050326188 160 492.4962138863 492.4962138863 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR32 MR 2014 NA NA NA NA NA 173.671840659341 189 172.715315934066 187 170.021291208791 179 516.408447802198 516.408447802198 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR33 MR 2014 NA NA NA NA NA 161.272171026556 100 160.836999603646 170 157.791963931827 160 479.901134562029 479.901134562029 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR34 MR 2014 NA NA NA NA NA 162.870746459481 175 165.078186467349 174 166.226617820614 169 494.175550747443 494.175550747443 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR35 MR 2014 NA NA NA NA NA 177.527113459399 191 176.43569243604 190 170.604004449388 183 524.566810344828 524.566810344828 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR36 MR 2014 NA NA NA NA NA 180.232740740741 132 181.166 134 182.068222222222 197 543.466962962963 543.466962962963 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR37 MR 2014 NA NA NA NA NA 181.316341463415 99 176.249207317073 99 166.369054878049 183 523.934603658537 523.934603658537 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR38 MR 2014 NA NA NA NA NA 177.953979150775 189 180.082634121536 189 182.383676582761 189 540.420289855072 540.420289855072 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR39 MR 2014 NA NA NA NA NA 185.137829044661 211 185.515725130632 212 184.555654145716 207 555.20920832101 555.20920832101 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR40 MR 2014 NA NA NA NA NA 176.742529761905 189 173.339732142857 186 170.258720238095 176 520.340982142857 520.340982142857 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR41 MR 2014 NA NA NA NA NA 192.318481154547 132 191.912428191117 135 190.715426649853 213 574.946335995516 574.946335995516 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR42 MR 2014 NA NA NA NA NA 168.792009024784 97 163.328141837284 186 159.505691002155 173 491.625841864224 491.625841864224 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR43 MR 2014 NA NA NA NA NA 170.893772893773 189 168.606701940035 187 168.372201872202 183 507.87267670601 507.87267670601 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR44 MR 2014 NA NA NA NA NA 191.253803446535 197 188.976061720384 192 185.957819597664 190 566.187684764583 566.187684764583 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR45 MR 2014 NA NA NA NA NA 171.38876227209 101 169.039402173913 185 163.230364656381 165 503.658529102384 503.658529102384 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR46 MR 2014 NA NA NA NA NA 187.141619585687 134 185.13286252354 226 181.831073446328 204 554.105555555555 554.105555555555 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR48 MR 2014 NA NA NA NA NA 184.044369029663 197 180.614253393665 190 177.65409753645 189 542.312719959779 542.312719959779 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR49 MR 2014 NA NA NA NA NA 184.546296296296 187 183.257051282051 186 182.39537037037 185 550.198717948718 550.198717948718 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR5 MR 2014 NA NA NA NA NA 167.62816011236 198 166.223993445693 190 162.725725655431 142 496.577879213483 496.577879213483 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR50 MR 2014 NA NA NA NA NA 165.969696969697 168 165.267571548822 168 165.330808080808 169 496.568076599327 496.568076599327 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR51 MR 2014 NA NA NA NA NA 173.079049595573 101 168.092619199659 100 164.786904001703 101 505.958572796935 505.958572796935 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR52 MR 2014 NA NA NA NA NA 178.358093816101 197 176.536767450541 196 175.77056115466 193 530.665422421302 530.665422421302 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR54 MR 2014 NA NA NA NA NA 166.295401681875 179 166.340221864376 177 166.503220611916 174 499.138844158168 499.138844158168 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR55 MR 2014 NA NA NA NA NA 181.640284586057 137 182.416598583878 200 182.702614379085 192 546.75949754902 546.75949754902 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR56 MR 2014 NA NA NA NA NA 160.796918186844 186 163.465415975677 185 166.287244333886 183 490.549578496407 490.549578496407 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR59 MR 2014 NA NA NA NA NA 169.173090277778 101 170.990162037037 185 172.576041666667 183 512.739293981482 512.739293981482 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR6 MR 2014 NA NA NA NA NA 164.449402915633 97 164.922185173697 99 162.893571650124 182 492.265159739454 492.265159739454 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR60 MR 2014 NA NA NA NA NA 179.747950819672 189 179.745474726776 189 179.186390027322 188 538.67981557377 538.67981557377 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR61 MR 2014 NA NA NA NA NA 184.043623798726 199 182.980563654033 194 181.627578015333 190 548.651765468092 548.651765468092 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR62 MR 2014 NA NA NA NA NA 162.172222222222 170 161.69512195122 168 162.35216802168 166 486.219512195122 486.219512195122 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR63 MR 2014 NA NA NA NA NA 176.589909297052 102 176.663378684807 131 177.866666666667 194 531.119954648526 531.119954648526 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR64 MR 2014 NA NA NA NA NA 180.594920634921 187 177.498571428571 187 176.185238095238 188 534.27873015873 534.27873015873 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR65 MR 2014 NA NA NA NA NA 179.116402116402 191 177.893897707231 190 178.090652557319 190 535.100952380952 535.100952380952 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR66 MR 2014 NA NA NA NA NA 164.040607344633 179 161.316031073446 170 159.781735522599 163 485.138373940678 485.138373940678 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR67 MR 2014 NA NA NA NA NA 171.398692307692 188 171.284230769231 187 174.013192307692 186 516.696115384615 516.696115384615 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR68 MR 2014 NA NA NA NA NA 184.352994970279 107 183.358710562414 129 182.463991769547 134 550.175697302241 550.175697302241 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
MR69 MR 2014 NA NA NA NA NA 181.442028985507 188 180.331275720165 187 180.175165503668 187 541.94847020934 541.94847020934 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP1 PP 2014 NA NA NA NA NA 207.777920741122 NA 193.223751930005 201 169.898739063304 181 570.900411734431 570.900411734431 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP10 PP 2014 NA NA NA NA NA 197.786764705882 NA 183.328952205882 175 166.340625 160 547.456341911765 547.456341911765 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP11 PP 2014 NA NA NA NA NA 207.612140366173 NA 189.595902353967 195 162.27452048823 163 559.48256320837 559.48256320837 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP12 PP 2014 NA NA NA NA NA 187.019853709509 187 171.478665970045 164 153.551898293278 153 512.050417972832 512.050417972832 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP13 PP 2014 NA NA NA NA NA 200.206200941915 66 187.654945054945 188 173.71907378336 175 561.58021978022 561.58021978022 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP14 PP 2014 NA NA NA NA NA 183.324760244115 188 173.828138622493 178 158.795008718396 159 515.947907585004 515.947907585004 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP15 PP 2014 NA NA NA NA NA 200.207449494949 134 185.592297979798 132 162.93345959596 183 548.733207070707 548.733207070707 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP16 PP 2014 NA NA NA NA NA 201.857295482295 NA 191.021443833944 133 175.143772893773 132 568.022512210012 568.022512210012 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PP17 PP 2014 NA NA NA NA NA 190.094618055556 203 165.153251262626 157 133.730508207071 126 488.978377525253 488.978377525253 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
